"Location","Rep","Treatment","Genotype","PIT","NOPPT","Yield_Bu_Ac","TW","Yield_Mt_Ha"
"HUG21",6,"Present","SS8641",0.0810810810810811,0.175675675675676,58.2559955183214,54,3.91768631595975
"HUG21",6,"Absent","Jamestown",0.192307692307692,0.512820512820513,33.4813260562643,54.7,2.2516022902666
"HUG21",6,"Present","Jamestown",0.00909090909090909,0.00909090909090909,46.6692130749578,55,3.13848104068311
"HUG21",6,"Absent","USG3404",0.0948275862068965,0.293103448275862,10.7118520755046,53.5,0.720366649327817
"HUG21",6,"Absent","SS8641",0.150537634408602,0.602150537634409,56.7871360303435,54.1,3.81890625624368
"HUG21",6,"Present","Shirley",0.019047619047619,0.0285714285714286,55.2114632025813,53,3.7129430533007
"HUG21",6,"Absent","NC11546-14",0.0120481927710843,0.0240963855421687,75.7875467700428,55.1,5.09667429522816
"HUG21",6,"Present","USG3404",0.0857142857142857,0.171428571428571,37.3465213031305,53.5,2.51153472112512
"HUG21",6,"Absent","Shirley",0.154545454545455,0.390909090909091,49.6956692870421,53.2,3.34200869448837
"HUG21",6,"Present","LA03136E71",0,0,64.3580890297093,55.6,4.32804902688025
"HUG21",6,"Present","NC11546-14",0,0,61.9215711096641,55.4,4.16419442566672
"HUG21",6,"Absent","LA03136E71",0.152,0.48,49.6250081545694,54.9,3.33725676896903
"HUG22",1,"Absent","Shirley",0.471074380165289,0.0909090909090909,14.6228797331364,55.8,0.983381286693774
"HUG22",1,"Present","Jamestown",0.0078125,0.0078125,31.1838669756309,58.1,2.09709932586623
"HUG22",1,"Absent","Jamestown",0.103260869565217,0.146739130434783,22.1013951771027,58.4,1.48630767835257
"HUG22",1,"Present","USG3404",0.046242774566474,0.0578034682080925,21.3148997988337,56.4,1.43341626084961
"HUG22",1,"Absent","SS8641",0.225806451612903,0.537634408602151,27.4518499656235,53.5,1.8461230642652
"HUG22",1,"Absent","NC11546-14",0.00793650793650794,0.00793650793650794,56.3220167553666,60.3,3.78762721959425
"HUG22",1,"Present","SS8641",0.114754098360656,0.19672131147541,42.6976774209977,57.8,2.87139727108256
"HUG22",1,"Present","LA03136E71",0,0,24.2869501667897,57.3,1.63328514907799
"HUG22",1,"Present","NC11546-14",0,0,52.1176896437575,60.3,3.50488834188013
"HUG22",1,"Absent","LA03136E71",0,0,30.9565086195921,57.5,2.08180959109563
"HUG22",1,"Absent","USG3404",0.213675213675214,0.384615384615385,12.9639555906394,54.9,0.871819474824439
"HUG22",1,"Present","Shirley",0.226890756302521,0.436974789915966,36.4466629319345,56.7,2.45101969952485
"HUG22",2,"Absent","Shirley",0.353741496598639,0.374149659863946,22.4963683124952,54.5,1.51286942249464
"HUG22",2,"Absent","NC11546-14",0.0392156862745098,0.0392156862745098,49.1887754322528,60.1,3.30792033841646
"HUG22",2,"Absent","USG3404",0.224137931034483,0.298850574712644,16.2508074660691,56.4,1.09285860565361
"HUG22",2,"Present","SS8641",0.180952380952381,0.152380952380952,35.4889786356344,58,2.38661591362706
"HUG22",2,"Absent","Jamestown",0.140495867768595,0.28099173553719,22.0492312393369,58.8,1.48279967984781
"HUG22",2,"Present","USG3404",0.0406976744186047,0.0755813953488372,26.093276718189,57,1.75475969860047
"HUG22",2,"Present","Jamestown",0.0824742268041237,0.0927835051546392,31.8580542894248,58.7,2.1424380826782
"HUG22",2,"Present","Shirley",0.323529411764706,0.284313725490196,28.5534241552291,56.5,1.92020337291386
"HUG22",2,"Absent","SS8641",0.298701298701299,0.727272727272727,23.888803442744,56,1.60650998269966
"HUG22",2,"Present","LA03136E71",0,0,32.9607068829416,56.7,2.21659091344597
"HUG22",2,"Absent","LA03136E71",0.139240506329114,0.113924050632911,26.0850500369229,57.5,1.75420645843463
"HUG22",2,"Present","NC11546-14",0.00662251655629139,0.00662251655629139,47.9818873978254,60,3.2267577268208
"HUG22",3,"Present","NC11546-14",NA,NA,50.5929189478241,60.4,3.40234828162906
"HUG22",3,"Present","LA03136E71",0.153061224489796,0.0918367346938776,23.156967737007,57.4,1.55729440060571
"HUG22",3,"Present","Jamestown",0.174418604651163,0.209302325581395,27.3296822082453,59.2,1.83790734419941
"HUG22",3,"Absent","NC11546-14",0.0655737704918033,0.0737704918032787,44.9421440757811,59.9,3.02233652157237
"HUG22",3,"Absent","SS8641",0.0859375,0.15625,27.8591785286853,57.2,1.8735157046863
"HUG22",3,"Present","Shirley",0.201680672268908,0.369747899159664,32.2017262101805,55.9,2.1655498460108
"HUG22",3,"Present","USG3404",0.138888888888889,0.194444444444444,20.496791780194,56.3,1.37839890922623
"HUG22",3,"Present","SS8641",0.121621621621622,0.0945945945945946,37.9567057115938,57.9,2.55256931483482
"HUG22",3,"Absent","USG3404",0.26890756302521,0.294117647058824,19.0997041073566,56.1,1.28444546787872
"HUG22",3,"Absent","Shirley",0.244274809160305,0.595419847328244,19.2151241374042,56.1,1.29220740668488
"HUG22",3,"Absent","LA03136E71",0.0918367346938776,0.122448979591837,27.2184833592218,59.1,1.83042927768808
"HUG22",3,"Absent","Jamestown",0.186046511627907,0.732558139534884,28.3857477527947,59.1,1.9089272194213
"HUG22",4,"Present","LA03136E71",0.158415841584158,0.178217821782178,29.2074915331924,58.2,1.96418907418914
"HUG22",4,"Present","Shirley",0.125,0.0982142857142857,27.4353041684704,56.9,1.84501036775187
"HUG22",4,"Absent","LA03136E71",0.0526315789473684,0.136842105263158,35.3667184436353,58.1,2.37839397737964
"HUG22",4,"Present","NC11546-14",0.307692307692308,0.153846153846154,47.875094599068,58.9,3.21957596496759
"HUG22",4,"Absent","NC11546-14",0.0476190476190476,0.0476190476190476,51.9578701841053,59.3,3.49414056382685
"HUG22",4,"Present","SS8641",0.104477611940299,0.253731343283582,27.1007216521097,57.2,1.82250986228041
"HUG22",4,"Absent","Shirley",0.260869565217391,0.608695652173913,20.7366904331441,55.9,1.39453197263914
"HUG22",4,"Absent","SS8641",0.211864406779661,0.347457627118644,22.2610605790532,57,1.49704509610311
"HUG22",4,"Absent","Jamestown",0.247058823529412,0.305882352941176,20.0258990094472,58.6,1.34673160789826
"HUG22",4,"Present","Jamestown",0.0645161290322581,0.0806451612903226,17.5354946398105,57.1,1.17925317012848
"HUG22",4,"Present","USG3404",0.21875,0.1484375,17.9611560693642,55.8,1.20787868657459
"HUG22",4,"Absent","USG3404",0.376344086021505,0.752688172043011,22.0234727916274,56.1,1.48106743723116
"HUG22",5,"Absent","Jamestown",0.140845070422535,0.204225352112676,19.8663568536579,58.1,1.33600247838991
"HUG22",5,"Present","Jamestown",0.140350877192982,0.12280701754386,22.9928038501693,58.2,1.54625446201542
"HUG22",5,"Present","LA03136E71",0,0,31.1127231290265,57.6,2.092314938065
"HUG22",5,"Absent","USG3404",0.243243243243243,0.459459459459459,12.8768821776884,54.4,0.865963831720805
"HUG22",5,"Present","SS8641",0.105263157894737,0.231578947368421,21.001145883731,56.1,1.4123164683074
"HUG22",5,"Absent","LA03136E71",0.0333333333333333,0.0733333333333333,27.6201425988643,55.5,1.85744065896868
"HUG22",5,"Present","NC11546-14",0.0952380952380952,0.111111111111111,54.1017987828168,60.7,3.63831868075433
"HUG22",5,"Absent","SS8641",0.241379310344828,0.327586206896552,23.1861154541519,57.3,1.55925456988244
"HUG22",5,"Present","Shirley",0.18,0.18,21.043296070892,57,1.41515104713463
"HUG22",5,"Absent","Shirley",0.242990654205607,0.317757009345794,25.1552809961549,56.4,1.69167995939172
"HUG22",5,"Present","USG3404",0.03125,0.03125,24.7111018308676,56.7,1.66180913455733
"HUG22",5,"Absent","NC11546-14",0.194444444444444,0.0185185185185185,49.6365595477579,59.5,3.33803359433476
"HUG22",6,"Present","SS8641",0.0845070422535211,0.126760563380282,14.4136077512668,57.7,0.969307851463809
"HUG22",6,"Absent","Jamestown",0.201680672268908,0.310924369747899,27.6627549591301,58.4,1.86030631870411
"HUG22",6,"Present","Jamestown",0.0808823529411765,0.0661764705882353,26.2248111838252,58.7,1.76360532507231
"HUG22",6,"Absent","USG3404",0.290322580645161,0.279569892473118,12.6721703037865,56.1,0.852197061451682
"HUG22",6,"Absent","SS8641",0.30952380952381,0.55952380952381,17.7123220697207,56.5,1.19114472560327
"HUG22",6,"Present","Shirley",0.3125,0.35,23.6409554123908,56.4,1.58984232766583
"HUG22",6,"Absent","NC11546-14",0,0,51.1141269639174,60.6,3.43739925782901
"HUG22",6,"Present","USG3404",0.166666666666667,0.15,25.5951465457972,55.9,1.72126069574964
"HUG22",6,"Absent","Shirley",0.363636363636364,0.618181818181818,14.1686868172443,52.4,0.952837042181861
"HUG22",6,"Present","LA03136E71",0,0,24.0594377530493,57.8,1.61798505400466
"HUG22",6,"Present","NC11546-14",0.00847457627118644,0.00847457627118644,54.0557663415752,60.1,3.63522302229827
"HUG22",6,"Absent","LA03136E71",0.087719298245614,0.192982456140351,21.158654477859,57.7,1.4229088418197
"HUG22",7,"Absent","LA03136E71",0.0869565217391304,0.101449275362319,18.4593170532963,57.7,1.24137976148597
"HUG22",7,"Absent","Jamestown",0.0909090909090909,0.0454545454545455,23.1330579817168,58.7,1.55568648162184
"HUG22",7,"Present","USG3404",0.0543478260869565,0.0652173913043478,16.7007483893968,54.1,1.12311690581014
"HUG22",7,"Present","Shirley",0.214285714285714,0.0982142857142857,31.8821797254972,57.4,2.14406050608589
"HUG22",7,"Absent","USG3404",0.226666666666667,0.266666666666667,13.1318168623157,56.2,0.883108060680276
"HUG22",7,"Present","LA03136E71",0.016,0.024,29.7778131445596,57.8,2.00254291489977
"HUG22",7,"Absent","SS8641",0.253731343283582,0.134328358208955,22.3659430623106,57.8,1.50409839020246
"HUG22",7,"Present","SS8641",0.117647058823529,0.147058823529412,20.1299495811158,56.9,1.35372895636287
"HUG22",7,"Present","Jamestown",0.105263157894737,0.115789473684211,27.9502882534186,58.5,1.87964278772149
"HUG22",7,"Absent","Shirley",0.5,0.384615384615385,12.2568307402409,55.8,0.82426568528856
"HUG22",7,"Present","NC11546-14",0.0196078431372549,0.0196078431372549,49.315718978381,60.2,3.31645722786691
"HUG22",7,"Absent","NC11546-14",0,0,51.5171110997937,60.5,3.4644997377131
"HUG22",8,"Present","LA03136E71",0.171875,0.140625,31.8344834610781,58.7,2.14085295636033
"HUG22",8,"Present","SS8641",0.051948051948052,0.038961038961039,17.7683374500267,54.7,1.19491173167631
"HUG22",8,"Present","Shirley",NA,NA,30.4636472205954,56.5,2.04866491059821
"HUG22",8,"Absent","NC11546-14",0.0277777777777778,0.0462962962962963,41.6456173766902,59.4,2.80064676373169
"HUG22",8,"Present","NC11546-14",0.027027027027027,0.027027027027027,53.090132667872,60.5,3.57028464477955
"HUG22",8,"Absent","LA03136E71",0.211678832116788,0.153284671532847,22.1815359934812,57,1.4916971078333
"HUG22",8,"Absent","USG3404",0.209876543209877,0.481481481481481,13.5458623411678,55,0.910952410300456
"HUG22",8,"Present","Jamestown",0.0123456790123457,0.00617283950617284,18.7214924498994,58.1,1.2590109246738
"HUG22",8,"Absent","SS8641",0.27906976744186,0.22093023255814,15.1744371164472,55.6,1.02047324253176
"HUG22",8,"Absent","Jamestown",0.1625,0.075,22.9718520027501,58.3,1.54484546084399
"HUG22",8,"Absent","Shirley",0.295238095238095,0.371428571428571,13.4015410862978,56.6,0.901246878701935
"HUG22",8,"Present","USG3404",0.231578947368421,0.273684210526316,23.6028107254717,57,1.5872771167096
"CUN22",1,"Absent","Shirley",0.224137931034483,0.275862068965517,19.5355025336763,55.9,1.31375269224454
"CUN22",1,"Present","Jamestown",0.108108108108108,0.121621621621622,30.1790410226376,59.4,2.02952528733272
"CUN22",1,"Absent","Jamestown",0.415929203539823,0.964601769911504,30.4585941279825,59.6,2.04832509266863
"CUN22",1,"Present","USG3404",0.14018691588785,0.149532710280374,17.8404980774617,57.5,1.19976449747557
"CUN22",1,"Absent","SS8641",0.114285714285714,0.357142857142857,37.8427338239413,58.5,2.54490476287433
"CUN22",1,"Absent","NC11546-14",0.0333333333333333,0.0666666666666667,57.7051776119783,61.2,3.88064408957487
"CUN22",1,"Present","SS8641",0.11340206185567,0.371134020618557,36.9510786585521,58.5,2.48494140272711
"CUN22",1,"Present","LA03136E71",0.170731707317073,0.0731707317073171,31.5136737032416,58.8,2.11927866195303
"CUN22",1,"Present","NC11546-14",0.0277777777777778,0.0416666666666667,37.8637472944412,60.1,2.54631790816686
"CUN22",1,"Absent","LA03136E71",0.046875,0.09375,18.8575870235034,57.5,1.26816321610648
"CUN22",1,"Absent","USG3404",0.159574468085106,0.319148936170213,14.7459718367243,57.3,0.991659168575945
"CUN22",1,"Present","Shirley",0.472222222222222,0.574074074074074,23.3659932265539,56.9,1.57135125935131
"CUN22",2,"Absent","Shirley",0.854368932038835,2.66990291262136,17.8190532453974,56.4,1.1983223433354
"CUN22",2,"Absent","NC11546-14",0,0,49.931610857885,60.6,3.35787564612542
"CUN22",2,"Absent","USG3404",0.285714285714286,0.928571428571429,18.8114621476408,58,1.26506134146878
"CUN22",2,"Present","SS8641",0.32183908045977,0.586206896551724,24.7881614932138,58.6,1.66699135798344
"CUN22",2,"Absent","Jamestown",0.307692307692308,0.91025641025641,28.9422966056378,59.4,1.94635484906777
"CUN22",2,"Present","USG3404",0.3,0.58,19.6480879020142,57.9,1.32132400148044
"CUN22",2,"Present","Jamestown",0.75,0.673076923076923,37.8210116880141,59.8,2.54344396018924
"CUN22",2,"Present","Shirley",0.036144578313253,0.168674698795181,27.6304644648723,56.2,1.85813479925167
"CUN22",2,"Absent","SS8641",0.166666666666667,0.142857142857143,32.249083547656,59,2.16873460307035
"CUN22",2,"Present","LA03136E71",0.194805194805195,0.103896103896104,31.6604290697971,59.1,2.1291478863347
"CUN22",2,"Absent","LA03136E71",0.010752688172043,0.032258064516129,28.8171709403886,59.2,1.93794021118955
"CUN22",2,"Present","NC11546-14",0,0,60.0721509510835,61.3,4.03982185279647
"CUN22",3,"Present","NC11546-14",0,0,56.4907715617122,60.4,3.79897589520593
"CUN22",3,"Present","LA03136E71",0.114285714285714,0.114285714285714,25.2527687097349,58.5,1.69823595895998
"CUN22",3,"Present","Jamestown",0.311320754716981,0.509433962264151,NA,NA,NA
"CUN22",3,"Absent","NC11546-14",0,0,58.4702589697232,60.7,3.9320954249982
"CUN22",3,"Absent","SS8641",0.132530120481928,0.144578313253012,23.9679274782919,57.7,1.61183103418237
"CUN22",3,"Present","Shirley",0.165217391304348,0.191304347826087,21.3310450459627,56.2,1.43450202057584
"CUN22",3,"Present","USG3404",0.434426229508197,0.721311475409836,20.3333981818645,52.5,1.3674107721496
"CUN22",3,"Present","SS8641",0.130434782608696,0.25,28.3090886404726,57,1.90377193278229
"CUN22",3,"Absent","USG3404",0.170731707317073,0.24390243902439,19.2404512235492,58,1.29391064045388
"CUN22",3,"Absent","Shirley",0.376237623762376,0.564356435643564,14.5832252807415,56.8,0.980714544770781
"CUN22",3,"Absent","LA03136E71",0.0144927536231884,0.0144927536231884,25.3867064755163,58.8,1.70724320615442
"CUN22",3,"Absent","Jamestown",0.120481927710843,0.216867469879518,22.4357312011408,59.5,1.50879160733966
"CUN22",4,"Present","LA03136E71",0.0130718954248366,0.0392156862745098,26.6381788087902,58.7,1.79140408936047
"CUN22",4,"Present","Shirley",0.115384615384615,0.192307692307692,19.2675345674926,55.9,1.29573198167401
"CUN22",4,"Absent","LA03136E71",NA,NA,26.8529044332968,56,1.80584427930712
"CUN22",4,"Present","NC11546-14",0.0165289256198347,0.0330578512396694,61.1576107051005,60.7,4.11281847377945
"CUN22",4,"Absent","NC11546-14",0,0,59.636845509409,61.2,4.01054778139939
"CUN22",4,"Present","SS8641",0.257142857142857,0.476190476190476,33.7415945608719,58.7,2.26910521592952
"CUN22",4,"Absent","Shirley",0.294117647058824,0.676470588235294,11.6020855083904,56,0.780234398681265
"CUN22",4,"Absent","SS8641",0.221428571428571,0.121428571428571,27.743696875557,58.3,1.86574962175905
"CUN22",4,"Absent","Jamestown",0.472727272727273,1.3,21.6149117669527,59.1,1.45359191438821
"CUN22",4,"Present","Jamestown",0.11214953271028,0.158878504672897,28.2088278882636,59.5,1.89702944776487
"CUN22",4,"Present","USG3404",0.196078431372549,0.372549019607843,25.1401217183163,57.6,1.69066050560298
"CUN22",4,"Absent","USG3404",0.102941176470588,0.125,17.5899386315602,58.1,1.18291450111366
"CUN22",5,"Absent","Jamestown",0.472868217054264,0.906976744186046,19.3221942400244,58.4,1.29940781708302
"CUN22",5,"Present","Jamestown",0.0652173913043478,0.108695652173913,19.6058452802322,58.7,1.31848320647157
"CUN22",5,"Present","LA03136E71",0.0344827586206897,0.0517241379310345,16.3609279111813,57.9,1.10026415004582
"CUN22",5,"Absent","USG3404",0.12962962962963,0.166666666666667,8.55254411652365,51.8,0.575154278179129
"CUN22",5,"Present","SS8641",0.104651162790698,0.116279069767442,37.3177667999287,58.2,2.50960099528774
"CUN22",5,"Absent","LA03136E71",0.008,0.008,24.3507300552571,58.8,1.63757431440868
"CUN22",5,"Present","NC11546-14",0.0151515151515152,0.0151515151515152,60.1265641312928,60.6,4.0434811117211
"CUN22",5,"Absent","SS8641",0.288461538461538,0.66025641025641,35.1124924244353,58.7,2.36129740581273
"CUN22",5,"Present","Shirley",0.127272727272727,0.0909090909090909,23.6403083700441,56.3,1.58979881439435
"CUN22",5,"Absent","Shirley",0.425,1.25,16.9416638231774,56.4,1.13931834722108
"CUN22",5,"Present","USG3404",0.0797546012269939,0.128834355828221,23.534686409819,57.1,1.58269579084189
"CUN22",5,"Absent","NC11546-14",0.00632911392405063,0.00632911392405063,56.6515461791144,60.8,3.80978790713614
"CUN22",6,"Present","SS8641",0.362068965517241,0.836206896551724,34.8062565251712,58.8,2.3407031960438
"CUN22",6,"Absent","Jamestown",0.0256410256410256,0.0256410256410256,21.296474497721,59.4,1.43217716864297
"CUN22",6,"Present","Jamestown",0.352941176470588,0.558823529411765,34.3463634743195,59.9,2.30977562033083
"CUN22",6,"Absent","USG3404",0.342105263157895,0.780701754385965,16.4786279952128,57.2,1.1081794213324
"CUN22",6,"Absent","SS8641",0.0526315789473684,0.087719298245614,30.6712861908278,58.2,2.06262852661922
"CUN22",6,"Present","Shirley",0.087719298245614,0.298245614035088,33.7630393929363,57.4,2.27054737006969
"CUN22",6,"Absent","NC11546-14",0.038961038961039,0.0779220779220779,50.991558656515,60.6,3.42915660097613
"CUN22",6,"Present","USG3404",0.171052631578947,0.434210526315789,21.7108589035166,57.1,1.46004431092916
"CUN22",6,"Absent","Shirley",0.0306122448979592,0.0612244897959184,14.4190613939039,53.8,0.969674606180491
"CUN22",6,"Present","LA03136E71",0,0,15.8334343408622,57.3,1.06479047349443
"CUN22",6,"Present","NC11546-14",0,0,47.8561146902294,59.9,3.21829957567111
"CUN22",6,"Absent","LA03136E71",0.1,0.0555555555555556,26.5073530085814,59.3,1.7826061202812
"CUN22",7,"Absent","LA03136E71",0.196261682242991,0.401869158878505,25.4669705380561,58.6,1.71264092387734
"CUN22",7,"Absent","Jamestown",0.78125,3.265625,23.7222978788419,59.5,1.59531256750786
"CUN22",7,"Present","USG3404",0.0740740740740741,3.22222222222222,23.7788062437931,56.9,1.59911272654964
"CUN22",7,"Present","Shirley",0.456140350877193,2.43859649122807,41.5061027221105,57.3,2.79126447357838
"CUN22",7,"Absent","USG3404",0.141176470588235,0.152941176470588,24.945023044995,57.9,1.67754021822428
"CUN22",7,"Present","LA03136E71",0.104166666666667,0.114583333333333,35.3828636907642,58.9,2.37947973710586
"CUN22",7,"Absent","SS8641",0.438356164383562,1.6027397260274,32.5684451630975,57.9,2.19021151063197
"CUN22",7,"Present","SS8641",0.0806451612903226,0.209677419354839,43.4489243971378,59.3,2.92191825132063
"CUN22",7,"Present","Jamestown",0.0526315789473684,0.280701754385965,28.6809839321637,59.2,1.92878170357523
"CUN22",7,"Absent","Shirley",0.0842105263157895,0.231578947368421,30.1240732347025,56.9,2.02582873131826
"CUN22",7,"Present","NC11546-14",0,0,74.2414848106745,61.1,4.9927024082498
"CUN22",7,"Absent","NC11546-14",0,0,61.1353339614474,61,4.11132037400453
"CUN22",8,"Present","LA03136E71",0,0,20.3607280181304,58,1.3692486898541
"CUN22",8,"Present","SS8641",0.251968503937008,0.480314960629921,42.1769932010899,58.7,2.83638151991189
"CUN22",8,"Present","Shirley",0.56198347107438,1.16528925619835,31.0694329148736,56.4,2.08940369299755
"CUN22",8,"Absent","NC11546-14",0,0,53.942872857834,60.4,3.62763099245689
"CUN22",8,"Present","NC11546-14",0,0,57.8631483792111,60.1,3.89126754399537
"CUN22",8,"Absent","LA03136E71",0,0,20.0920821980596,58.4,1.35118239395156
"CUN22",8,"Absent","USG3404",0.462365591397849,0.860215053763441,21.7108589035166,56.5,1.46004431092916
"CUN22",8,"Present","Jamestown",0.12962962962963,0.259259259259259,29.1062756232334,58.8,1.95738235529478
"CUN22",8,"Absent","SS8641",0.123456790123457,0.123456790123457,34.8537062972677,57.1,2.34389416928498
"CUN22",8,"Absent","Jamestown",0.329411764705882,2.29411764705882,22.8735015660411,58.5,1.53823144358044
"CUN22",8,"Absent","Shirley",0.697478991596639,2.42857142857143,15.960624379313,57,1.07334393942925
"CUN22",8,"Present","USG3404",0.174311926605505,0.192660550458716,20.8166463802806,57.9,1.3999089697566
"CAS22",1,"Absent","Shirley",0.61,1.47,22.3579012502865,55.5,1.5035575823999
